empresa,subcta,tipo_obs,numero_obs,observacion,usuarientrada,dataalta,empresa_id,subcta_id,name
1,4300069,15,1,***JSF DISOLUCION JUDICIAL ENERO/2019***,inagasa2,2020-12-09,1,1_4300069,1_4300069_15_1
1,4300263,15,1,***JSF CERRADA***,inagasa2,2020-12-09,1,1_4300263,1_4300263_15_1
1,4300692,15,1,*** JSF CERRADA 2020 ***,inagasa2,2020-12-09,1,1_4300692,1_4300692_15_1
1,4300782,15,1,*** JSF CERRADA 2018 ***,inagasa2,2020-12-10,1,1_4300782,1_4300782_15_1
1,4300849,15,1,*** JSF CERRADA 2020 ***,inagasa2,2020-12-10,1,1_4300849,1_4300849_15_1
1,4300928,15,1,*** JSF CERRADA 2020 ***,inagasa2,2020-12-10,1,1_4300928,1_4300928_15_1
1,4300991,15,1,*** JSF CERRADA 2019 ***,inagasa2,2020-12-10,1,1_4300991,1_4300991_15_1
1,4301021,15,1,*** JSF CERRADA ***,inagasa2,2020-12-10,1,1_4301021,1_4301021_15_1
1,4301064,15,1,*** JSF CERRADA 2012 ***,inagasa2,2020-12-10,1,1_4301064,1_4301064_15_1
1,4301168,15,1,*** JSF CERRADA 2012 ***,inagasa2,2020-12-10,1,1_4301168,1_4301168_15_1
1,4301285,15,1,*** JSF CERRADA 2016 ***,inagasa2,2020-12-14,1,1_4301285,1_4301285_15_1
1,4301307,15,1,*** JSF CERRADO ***,inagasa2,2020-12-14,1,1_4301307,1_4301307_15_1
1,4301391,15,1,*** JSF CERRADA JUL/2020 ***,inagasa2,2020-12-14,1,1_4301391,1_4301391_15_1
1,4301495,15,1,*** JSF CERRADA ,inagasa2,2020-12-15,1,1_4301495,1_4301495_15_1
1,4301400,15,1,*** JSF CERRADA 2017 ***,inagasa2,2020-12-15,1,1_4301400,1_4301400_15_1
1,4301748,15,1,*** JSF CERRADA 2018 ***,inagasa2,2020-12-21,1,1_4301748,1_4301748_15_1
1,4000269,90,1,"2021 AUMENTO 1,5% - FACTURACION MÍNIMA 22",inagasa2,2020-12-22,1,1_4000269,1_4000269_90_1
1,4301214,15,1,JSF CERRADA POR DEFUNCION JOSE MANUEL Y ENFERMEDAD BEGOÑA***,inagasa2,2021-01-21,1,1_4301214,1_4301214_15_1
1,4000729,15,1,HORARIO de L-J 08;30/13:30  15:00/18:00 y V 08:30/15:00,inagasa2,2021-02-12,1,1_4000729,1_4000729_15_1
1,4000683,11,3,HORARIO de 08:30-14:00,inagasa2,2021-02-16,1,1_4000683,1_4000683_11_3
1,4100991,1,2,RENTING 5 ANYS (60 MSESOS),inagasa1,2021-02-17,1,1_4100991,1_4100991_1_2
1,4100991,1,1,FINAL INSTALACIÓ 03/02/2021-GS SECURITY- NºHomologación 4012,inagasa1,2021-02-17,1,1_4100991,1_4100991_1_1
1,4000592,15,1,"2021 AUMENTOS REDUCTORES +2%, MOTORES STANDAR +7%",inagasa2,2021-02-23,1,1_4000592,1_4000592_15_1
1,4000592,15,2,2021 AUMENTOS MOTORES FRENO +140%  INDEXADORES +3%,inagasa2,2021-02-23,1,1_4000592,1_4000592_15_2
1,4301722,15,1,OFERTAR PRECIOS CON PORTES Y EMBALAJES INCLUIDOS,inagasa2,2021-02-24,1,1_4301722,1_4301722_15_1
1,4301564,15,1,JSF CAMBIO DE NOMBE ANTES VERINOX TRAT.DE ACERO INOXIDABLE S,inagasa2,2021-05-14,1,1_4301564,1_4301564_15_1
1,4300755,90,1,01/09/21 HORARIO DE 06:00-16:00,inagasa2,2021-09-01,1,1_4300755,1_4300755_90_1
1,4301080,15,1,** JSF CERRADA 2014 **,inagasa2,2021-09-23,1,1_4301080,1_4301080_15_1
1,4300107,15,1,** JSF CERRADA **,inagasa2,2021-09-23,1,1_4300107,1_4300107_15_1
1,4301222,15,1,Antes INTREC (ING. Y TRATAMIENTOS ECOLOGICOS SL),inagasa2,2021-10-13,1,1_4301222,1_4301222_15_1
1,4301592,15,1,*** JSF CERRADA 2017 ***,inagasa2,2021-10-19,1,1_4301592,1_4301592_15_1
1,4000592,15,3,HORARIO DE 08:00-13:00 Y DE 15:00-18:00,inagasa2,2021-11-16,1,1_4000592,1_4000592_15_3
1,4301547,90,1,PROXIMOS PEDIDOS CONCRETAR FORMA DE PAGO,inagasa2,2021-10-25,1,1_4301547,1_4301547_90_1
1,4000735,15,2,"TOLERANCIA AGUA 0,50",inagasa2,2021-11-30,1,1_4000735,1_4000735_15_2
1,4000409,11,1,AUMENTOS 2003 +7% - 2006 +6% - 2008 +31% -2022 +15%,,2014-09-03,1,1_4000409,1_4000409_11_1
1,4000027,3,1,2021/12- CANVI NOM -MIQUEL USTRELL TERUEL DNI-46666908T,inagasa1,2021-12-29,1,1_4000027,1_4000027_3_1
1,4301819,90,1,ENVIAR A PORTE PAGADO Y CARGO EN FACTURA,inagasa2,2022-02-08,1,1_4301819,1_4301819_90_1
1,4301819,90,2,IMPORTE SUPERIOR A 500 PORTE PAGADO,inagasa2,2022-02-08,1,1_4301819,1_4301819_90_2
1,4000645,11,1,D32 Dcurva192-D30 Dcurva180-D25 Dcurva150-D25x1 Dcurva 175-,,2014-09-03,1,1_4000645,1_4000645_11_1
1,4300211,15,1,***JSF CERRADA****,inagasa2,2023-06-27,1,1_4300211,1_4300211_15_1
1,4300632,15,2,21/03/2022 Horario: lunes y martes 7:30-14:00  y 15:00-18:00,inagasa2,2022-03-21,1,1_4300632,1_4300632_15_2
1,4300632,15,3,"Miercoles, jueves y viernes de 07:30-14:30",inagasa2,2022-03-21,1,1_4300632,1_4300632_15_3
1,4000770,15,1,21/03/2022 Horario: lunes y martes 7:30-14:00  y 15:00-18:00,inagasa2,2022-03-21,1,1_4000770,1_4000770_15_1
1,4000770,15,2,"Miercoles, jueves y viernes de 07:30-14:30",inagasa2,2022-03-21,1,1_4000770,1_4000770_15_2
1,4301211,11,2,HORARIO L-J 08:00-13:30 15:30-18:30 y v 07:00-15:00,inagasa2,2022-03-21,1,1_4301211,1_4301211_11_2
1,4301851,11,1,HORARIO DESCARGA DE 06.00-13:00,inagasa2,2021-04-06,1,1_4301851,1_4301851_11_1
1,4300228,11,3,XAVIER CASES Y GABRIEL son los dos SOCIOS,inagasa2,2024-01-17,1,1_4300228,1_4300228_11_3
1,4000664,15,1,CBAL GOMA D52 y D73 salida Lateral,inagasa2,2022-04-25,1,1_4000664,1_4000664_15_1
1,4000601,15,1,HORARIO L-J 08.00-18:00 y V 08:00-14:00,inagasa2,2022-04-26,1,1_4000601,1_4000601_15_1
1,4301283,15,1,***JSF DESAPARECIDO 2014**,inagasa2,2022-04-28,1,1_4301283,1_4301283_15_1
1,4301522,15,1,HASTA EL 30/04/2022 JIMTEM SA NIF A03037579,inagasa2,2022-05-04,1,1_4301522,1_4301522_15_1
1,4300678,15,1,***JSF CERRADA MAYO/22**,inagasa2,2022-05-25,1,1_4300678,1_4300678_15_1
1,4000663,99,1,FACTURAS INFERIORES A 500 PAGO ANTICIPADO,inagasa2,2022-05-31,1,1_4000663,1_4000663_99_1
1,4301537,11,2,ANTES:TORROT ELECTRIC EUROPA SL,inagasa2,2022-06-16,1,1_4301537,1_4301537_11_2
1,4301612,90,3,***JSF EN LIQUIDACION**,inagasa2,2022-07-08,1,1_4301612,1_4301612_90_3
1,4000269,90,2,"01/01/2022 HASTA 30/06/2022 AUMENTO 6,15%",inagasa2,2022-07-15,1,1_4000269,1_4000269_90_2
1,4000269,90,3,"01/09/2022 HASTA 31/12/2022 AUMENTO 3,80%",inagasa2,2022-07-15,1,1_4000269,1_4000269_90_3
1,4301539,15,1,***JSF CERRADA JUNIO/22***,inagasa2,2022-07-19,1,1_4301539,1_4301539_15_1
1,4000723,15,2,2022 NUEVA EMPESA ACP MATERIALS,inagasa2,2022-07-29,1,1_4000723,1_4000723_15_2
1,4301527,99,1,26/09/2022 *** CONCURS DE CREDITORS ****,inagasa1,2022-09-27,1,1_4301527,1_4301527_99_1
1,4301395,15,1,HORARIO PARA ENTREGAS DIRECC.2 DE 08:00-14:30,inagasa2,2022-10-06,1,1_4301395,1_4301395_15_1
1,4000607,90,1,Horario de expedición; de 7.30 a 13.30 y de 15.30 a 18 horas,inagasa2,2022-11-23,1,1_4000607,1_4000607_90_1
1,4301718,15,1,01/10/22 Antes IMPRESION DE FLEXIBLES SL B17562679,inagasa2,2022-10-17,1,1_4301718,1_4301718_15_1
1,4000664,15,2,2024 AUMENTO DEL 2%,inagasa2,2024-01-04,1,1_4000664,1_4000664_15_2
1,4301228,11,4,ENVIAR POR COURIER DOCUMENTOS ORIGINALES:,inagasa2,2023-03-15,1,1_4301228,1_4301228_11_4
1,4301228,11,5,"2 FACTURAS COMERCIALES, SELLADAS Y FIMAADAS",inagasa2,2023-03-15,1,1_4301228,1_4301228_11_5
1,4301228,11,6,"2 PACKING LIST, SELLADOS Y FIRMADOS",inagasa2,2023-03-15,1,1_4301228,1_4301228_11_6
1,4301228,11,7,BL LO TIENE QUE ENVIAR DIRECTAMENTE LA AGENCIA DE,inagasa2,2023-03-15,1,1_4301228,1_4301228_11_7
1,4301228,11,8,TRANSPORTES QUE ELLOS CONTRATEN,inagasa2,2023-03-15,1,1_4301228,1_4301228_11_8
1,4301228,11,9,***CERTIFICADO ORIGEN DEL PRODUCTO,inagasa2,2023-03-15,1,1_4301228,1_4301228_11_9
1,4301537,15,1,HORARIO DE CARGA Y DESCARGA DE L-V DE 07:00-14.30,inagasa2,2023-03-22,1,1_4301537,1_4301537_15_1
1,4301221,15,1,HORARIO DE 09:00......,inagasa2,2023-04-04,1,1_4301221,1_4301221_15_1
1,4301801,15,1,2023-05-05 HORARIO DE 08:00-13:30 y de 15:00-17:00,inagasa2,2023-05-05,1,1_4301801,1_4301801_15_1
1,4301868,15,1,ENVIO A PORTE PAGADO Y CARGADO EN FACTURA,inagasa2,2023-05-12,1,1_4301868,1_4301868_15_1
1,4000645,11,4,"D28 Dcurva196ext, D20 D22 Dcurva 150ext",inagasa2,2022-02-10,1,1_4000645,1_4000645_11_4
1,4000789,15,1,HORARIO CARGA Y DESCARGA DE 08:00-14:00,inagasa2,2023-06-22,1,1_4000789,1_4000789_15_1
1,4301377,15,1,**JSF CERRADA 2010**,inagasa2,2023-11-02,1,1_4301377,1_4301377_15_1
1,4301006,15,1,**JSF CERRADA 2023**,inagasa2,2023-11-02,1,1_4301006,1_4301006_15_1
1,4000269,90,4,"01/01/2023 HASTA 30/06/2023 AUMENTO 5,70%",inagasa2,2022-12-21,1,1_4000269,1_4000269_90_4
1,4000269,90,5,"01/01/2024 HASTA 30/06/2024 AUMENTO 3,80% FRA.MINIMO 22",inagasa2,2023-12-11,1,1_4000269,1_4000269_90_5
1,4000456,1,1,2023/11/02-VINCA EQUIPOS INDUSTRIALES S.A. (A58224544) PASSA,inagasa1,2024-01-09,1,1_4000456,1_4000456_1_1
1,4000456,1,2,A DIR-SE VINCA SERVICIO TECNICO (B13895073)-SERVEI TECNIC.,inagasa1,2024-01-09,1,1_4000456,1_4000456_1_2
1,4000401,11,3,"2017 +3% -2018 +5% -2022 +10% -2023 +6% - 2024 +3,8%",inagasa2,2017-03-16,1,1_4000401,1_4000401_11_3
1,4301244,99,1,ENVIO FACTURAS: carmen.castro@airgrup.com; ,inagasa1,2024-01-15,1,1_4301244,1_4301244_99_1
1,4301244,99,2,mariajose.gonzalez@airgrup.com y invoice.sap@airgrup.com,inagasa1,2024-01-15,1,1_4301244,1_4301244_99_2
1,4100988,1,1,01/01/2024 ABSORVIDA :,inagasa1,2024-02-05,1,1_4100988,1_4100988_1_1
1,4100988,1,2,LEAST COST ROUTING TELECOM S.L. B82470162,inagasa1,2024-02-05,1,1_4100988,1_4100988_1_2
1,4100988,1,3,"C/Fernando Rey, 8 Ciudad de la Imagen ",inagasa1,2024-02-05,1,1_4100988,1_4100988_1_3
1,4100988,1,4,28223-POZUELO DE ALARCON,inagasa1,2024-02-05,1,1_4100988,1_4100988_1_4
1,4300634,15,1,ANTES: INGENIERIA DE PROCESOS E INTALACIONES SL,inagasa2,2024-02-23,1,1_4300634,1_4300634_15_1
1,4000775,15,1,ANTERIOR MBE GESDIRECT SL B67209320 en SAB,inagasa2,2024-04-08,1,1_4000775,1_4000775_15_1
1,4301244,2,1,ANODIZADO CROMICO ÚTIL 5800x450x1800/2100,,2014-09-03,1,1_4301244,1_4301244_2_1
1,4000761,15,1,L-J 08:30-13:30 y 15:00-18:00 V-08:30-15:00 ,inagasa2,2024-04-19,1,1_4000761,1_4000761_15_1
1,4301882,15,1,ENVIO A PORTE PAGADO CON CARGO EN FACTURA,inagasa2,2024-05-29,1,1_4301882,1_4301882_15_1
1,4301718,90,1,20/06/24 preguntar a CyC para cambiar forma de pago a ,inagasa2,2024-06-20,1,1_4301718,1_4301718_90_1
1,4301718,90,2,45 días f.f dias 10 y 20,inagasa2,2024-06-20,1,1_4301718,1_4301718_90_2
1,4301659,15,1,***JSF EXTINGUIDA MARZO/2024***,inagasa2,2024-07-02,1,1_4301659,1_4301659_15_1
1,4000378,15,1,JULIO/24 ACTUALMENTE SOLO STOCK EN TITANIO GR2,inagasa2,2024-07-05,1,1_4000378,1_4000378_15_1
1,4000378,15,2,CHAPAS Y BARRA REDONDAS,inagasa2,2024-07-05,1,1_4000378,1_4000378_15_2
1,4000700,1,2,GABINETE SME Y PREVENCION S.L. - NIF.B62643978,inagasa1,2024-04-30,1,1_4000700,1_4000700_1_2
1,4301526,15,1,EN AGOSTO/24 PRESENTA CONCURSO ACREEDORES,inagasa2,2024-07-05,1,1_4301526,1_4301526_15_1
